order_item_id,order_id,created_at,customer_id,channel_id,sku,item_name,quantity,unit_price,cost_price,status,promo_label,unit_price_num,created_ts,date,year_month,is_blank_sku,is_ghost_sku,is_excluded,is_canceled,is_reversal,is_sale,is_counted,line_gmv,line_cogs
ITEM-10016,ORD-1013,02/05/2025 09:15  ,CUST-0307,CH-MP-A,SKU-TMP-001,58mm Tamper Steel,1,1627,780,delivered,,1627.0,2025-05-02 09:15:00,2025-05-02,2025-05,False,False,False,False,False,True,True,1627.0,780
ITEM-10017,ORD-1014,02/05/2025 13:33  ,CUST-0044,CH-MP-B,SKU-FLT-001,Paper Filter V60 100ct,1,172,85,delivered,,172.0,2025-05-02 13:33:00,2025-05-02,2025-05,False,False,False,False,False,True,True,172.0,85
ITEM-10018,ORD-1014,2025-05-02 20:44:00,CUST-0044,CH-MP-B,SKU-GRD-002,Conical-Burr Grinder,1,19675,12000,delivered,,19675.0,2025-05-02 20:44:00,2025-05-02,2025-05,False,False,False,False,False,True,True,19675.0,12000
ITEM-10019,ORD-1015,2025-05-02 09:37:00,CUST-0344,CH-MP-B,SKU-CLN-002,Backflush Detergent 500g,1,422,220,delivered,,422.0,2025-05-02 09:37:00,2025-05-02,2025-05,False,False,False,False,False,True,True,422.0,220
ITEM-10020,ORD-1016,2025-05-02 17:15:00,CUST-0004,CH-MP-A,SKU-KTL-002,Stovetop Gooseneck Kettle,1,2214,1200,delivered,,2214.0,2025-05-02 17:15:00,2025-05-02,2025-05,False,False,False,False,False,True,True,2214.0,1200
ITEM-10021,ORD-1017,2025-05-02 12:06:00,CUST-0277,CH-MP-A,SKU-FLT-002,Paper Filter V60 500ct-Pack,1,678,340,delivered,,678.0,2025-05-02 12:06:00,2025-05-02,2025-05,False,False,False,False,False,True,True,678.0,340
ITEM-10022,ORD-1017,2025-05-02 20:03:00,CUST-0277,CH-MP-A,SKU-BAG-001,Coffee Storage Vault 1kg,1,1383,680,delivered,,1383.0,2025-05-02 20:03:00,2025-05-02,2025-05,False,False,False,False,False,True,True,1383.0,680
ITEM-10023,ORD-1018,2025-05-02 11:17:00,CUST-0051,CH-MP-A,SKU-GRD-001,Flat-Burr Grinder 64mm,1,30812,18500,delivered,,30812.0,2025-05-02 11:17:00,2025-05-02,2025-05,False,False,False,False,False,True,True,30812.0,18500
ITEM-10024,ORD-1018,2025-05-02 22:35:00,CUST-0051,CH-MP-A,SKU-KTL-002,Stovetop Gooseneck Kettle,1,2222,1200,delivered,,2222.0,2025-05-02 22:35:00,2025-05-02,2025-05,False,False,False,False,False,True,True,2222.0,1200
ITEM-10025,ORD-1019,2025-05-02 15:57:00,CUST-0277,CH-OWN,SKU-KTL-002,Stovetop Gooseneck Kettle,1,2400,1200,delivered,,2400.0,2025-05-02 15:57:00,2025-05-02,2025-05,False,False,False,False,False,True,True,2400.0,1200
ITEM-10026,ORD-1019,2025-05-02 13:59:00,CUST-0277,CH-OWN,SKU-GRD-003,Hand Grinder Titanium,3,7800,4200,delivered,,7800.0,2025-05-02 13:59:00,2025-05-02,2025-05,False,False,False,False,False,True,True,23400.0,12600
ITEM-10027,ORD-1019,2025-05-02 20:50:00,CUST-0277,CH-OWN,SKU-PRT-001,Bottomless Portafilter 58mm,1,2790,1400,delivered,,2790.0,2025-05-02 20:50:00,2025-05-02,2025-05,False,False,False,False,False,True,True,2790.0,1400
ITEM-10028,ORD-1020,03/05/2025 17:58  ,CUST-0098,CH-MP-A,SKU-FLT-002,Paper Filter V60 500ct-Pack,1,637,340,delivered,,637.0,2025-05-03 17:58:00,2025-05-03,2025-05,False,False,False,False,False,True,True,637.0,340
ITEM-10029,ORD-1020,2025-05-03 11:04:00,CUST-0098,CH-MP-A,SKU-FLT-001,Paper Filter V60 100ct,1,179,85,delivered,,179.0,2025-05-03 11:04:00,2025-05-03,2025-05,False,False,False,False,False,True,True,179.0,85
ITEM-10030,ORD-1020,2025-05-03 18:15:00,CUST-0098,CH-MP-A,SKU-ESP-002,Single-Boiler Espresso Machine,1,"฿35,675",22000,delivered,,35675.0,2025-05-03 18:15:00,2025-05-03,2025-05,False,False,False,False,False,True,True,35675.0,22000
ITEM-10031,ORD-1021,2025-05-03 14:15:00,CUST-0042,CH-MP-A,SKU-CLN-002,Backflush Detergent 500g,1,฿423,220,delivered,,423.0,2025-05-03 14:15:00,2025-05-03,2025-05,False,False,False,False,False,True,True,423.0,220
ITEM-10032,ORD-1022,2025-05-03 10:04:00,CUST-0331,CH-MP-A,SKU-ESP-003,Semi-Auto Espresso Machine,1,43636,28000,delivered,,43636.0,2025-05-03 10:04:00,2025-05-03,2025-05,False,False,False,False,False,True,True,43636.0,28000
ITEM-10033,ORD-1023,2025-05-03 17:45:00,CUST-0068,CH-OWN,SKU-KTL-002,Stovetop Gooseneck Kettle,1,2400,1200,delivered,,2400.0,2025-05-03 17:45:00,2025-05-03,2025-05,False,False,False,False,False,True,True,2400.0,1200
ITEM-10034,ORD-1023,2025-05-03 17:00:00,CUST-0068,CH-OWN,SKU-TMP-001,58mm Tamper Steel,1,1650,780,delivered,,1650.0,2025-05-03 17:00:00,2025-05-03,2025-05,False,False,False,False,False,True,True,1650.0,780
ITEM-10035,ORD-1024,2025-05-03 13:38:00,CUST-0340,CH-MP-A,SKU-SCL-001,Precision Coffee Scale 2kg,1,3721,2100,delivered,,3721.0,2025-05-03 13:38:00,2025-05-03,2025-05,False,False,False,False,False,True,True,3721.0,2100
ITEM-10036,ORD-1024,2025-05-03 17:31:00,CUST-0340,CH-MP-A,SKU-GRD-001,Flat-Burr Grinder 64mm,2,31199,18500,delivered,,31199.0,2025-05-03 17:31:00,2025-05-03,2025-05,False,False,False,False,False,True,True,62398.0,37000
ITEM-10037,ORD-1025,2025-05-03 13:10:00,CUST-0027,CH-MP-A,SKU-SCL-001,Precision Coffee Scale 2kg,1,3597,2100,delivered,,3597.0,2025-05-03 13:10:00,2025-05-03,2025-05,False,False,False,False,False,True,True,3597.0,2100
ITEM-10038,ORD-1026,2025-05-03 11:27:00,CUST-0219,CH-MP-B,SKU-GRD-002,Conical-Burr Grinder,1,20722,12000,delivered,,20722.0,2025-05-03 11:27:00,2025-05-03,2025-05,False,False,False,False,False,True,True,20722.0,12000
ITEM-10039,ORD-1027,03/05/2025 17:56  ,CUST-0021,CH-OWN,SKU-KTL-002,Stovetop Gooseneck Kettle,1,2400,1200,delivered,,2400.0,2025-05-03 17:56:00,2025-05-03,2025-05,False,False,False,False,False,True,True,2400.0,1200
ITEM-10040,ORD-1028,03/05/2025 14:50  ,CUST-0384,CH-MP-A,SKU-GRD-003,Hand Grinder Titanium,1,7191,4200,delivered,,7191.0,2025-05-03 14:50:00,2025-05-03,2025-05,False,False,False,False,False,True,True,7191.0,4200
ITEM-10041,ORD-1028,2025-05-03 13:10:00,CUST-0384,CH-MP-A,SKU-BAG-001,Coffee Storage Vault 1kg,1,"฿1,434",680,delivered,,1434.0,2025-05-03 13:10:00,2025-05-03,2025-05,False,False,False,False,False,True,True,1434.0,680
ITEM-10042,ORD-1029,2025-05-03 22:14:00,CUST-0020,CH-OWN,SKU-DIS-001,WDT Distribution Tool,1,990,450,delivered,,990.0,2025-05-03 22:14:00,2025-05-03,2025-05,False,False,False,False,False,True,True,990.0,450
ITEM-10043,ORD-1030,2025-05-04 22:34:00,CUST-0169,CH-MP-A,SKU-SCL-001,Precision Coffee Scale 2kg,1,"฿3,650",2100,delivered,,3650.0,2025-05-04 22:34:00,2025-05-04,2025-05,False,False,False,False,False,True,True,3650.0,2100
ITEM-10044,ORD-1031,04/05/2025 15:38  ,CUST-0134,CH-MP-A,SKU-SCL-001,Precision Coffee Scale 2kg,1,"฿3,601",2100,delivered,,3601.0,2025-05-04 15:38:00,2025-05-04,2025-05,False,False,False,False,False,True,True,3601.0,2100
ITEM-10045,ORD-1031,2025-05-04 09:45:00,CUST-0134,CH-MP-A,SKU-ESP-002,Single-Boiler Espresso Machine,1,37694,22000,delivered,,37694.0,2025-05-04 09:45:00,2025-05-04,2025-05,False,False,False,False,False,True,True,37694.0,22000
ITEM-10046,ORD-1031,2025-05-04 20:47:00,CUST-0134,CH-MP-A,SKU-GRD-001,Flat-Burr Grinder 64mm,1,31504,18500,delivered,,31504.0,2025-05-04 20:47:00,2025-05-04,2025-05,False,False,False,False,False,True,True,31504.0,18500
ITEM-10047,ORD-1032,2025-05-04 13:32:00,CUST-0036,CH-OWN,SKU-BAG-001,Coffee Storage Vault 1kg,1,1450,680,delivered,,1450.0,2025-05-04 13:32:00,2025-05-04,2025-05,False,False,False,False,False,True,True,1450.0,680
ITEM-10048,ORD-1032,2025-05-04 13:35:00,CUST-0036,CH-OWN,SKU-FRT-002,Milk Frothing Pitcher 350ml,1,690,320,delivered,,690.0,2025-05-04 13:35:00,2025-05-04,2025-05,False,False,False,False,False,True,True,690.0,320
ITEM-10049,ORD-1033,2025-05-04 13:13:00,CUST-0195,CH-MP-B,SKU-BAG-001,Coffee Storage Vault 1kg,1,1397,680,delivered,,1397.0,2025-05-04 13:13:00,2025-05-04,2025-05,False,False,False,False,False,True,True,1397.0,680
ITEM-10050,ORD-1033,2025-05-04 16:43:00,CUST-0195,CH-MP-B,SKU-FLT-002,Paper Filter V60 500ct-Pack,1,670,340,delivered,,670.0,2025-05-04 16:43:00,2025-05-04,2025-05,False,False,False,False,False,True,True,670.0,340
ITEM-10051,ORD-1034,2025-05-04 21:15:00,CUST-0377,CH-MP-A,SKU-CLN-002,Backflush Detergent 500g,1,436,220,delivered,,436.0,2025-05-04 21:15:00,2025-05-04,2025-05,False,False,False,False,False,True,True,436.0,220
ITEM-10052,ORD-1035,2025-05-04 19:36:00,CUST-0102,CH-MP-A,SKU-CLN-001,Espresso Machine Cleaner 900g,1,579,280,delivered,,579.0,2025-05-04 19:36:00,2025-05-04,2025-05,False,False,False,False,False,True,True,579.0,280
ITEM-10053,ORD-1036,2025-05-04 21:27:00,CUST-0254,CH-MP-A,SKU-ESP-001,Dual-Boiler Espresso Machine,2,61307,38000,delivered,,61307.0,2025-05-04 21:27:00,2025-05-04,2025-05,False,False,False,False,False,True,True,122614.0,76000
ITEM-10054,ORD-1037,2025-05-04 16:42:00,CUST-0357,CH-MP-B,SKU-KTL-002,Stovetop Gooseneck Kettle,1,2231,1200,delivered,,2231.0,2025-05-04 16:42:00,2025-05-04,2025-05,False,False,False,False,False,True,True,2231.0,1200
ITEM-10055,ORD-1038,2025-05-04 16:57:00,CUST-0163,CH-OWN,SKU-BAG-001,Coffee Storage Vault 1kg,2,1450,680,delivered,,1450.0,2025-05-04 16:57:00,2025-05-04,2025-05,False,False,False,False,False,True,True,2900.0,1360
ITEM-10056,ORD-1038,2025-05-04 21:15:00,CUST-0163,CH-OWN,SKU-CLN-002,Backflush Detergent 500g,1,450,220,delivered,,450.0,2025-05-04 21:15:00,2025-05-04,2025-05,False,False,False,False,False,True,True,450.0,220
ITEM-10057,ORD-1039,04/05/2025 14:20  ,CUST-0399,CH-MP-B,SKU-SCL-001,Precision Coffee Scale 2kg,1,"฿3,712",2100,delivered,,3712.0,2025-05-04 14:20:00,2025-05-04,2025-05,False,False,False,False,False,True,True,3712.0,2100
ITEM-10058,ORD-1040,2025-05-04 15:03:00,CUST-0078,CH-MP-A,SKU-KTL-001,Variable-Temp Gooseneck Kettle,1,6572,3800,delivered,,6572.0,2025-05-04 15:03:00,2025-05-04,2025-05,False,False,False,False,False,True,True,6572.0,3800
ITEM-10059,ORD-1041,04/05/2025 21:24  ,CUST-0395,CH-MP-B,SKU-FLT-002,Paper Filter V60 500ct-Pack,1,635,340,delivered,,635.0,2025-05-04 21:24:00,2025-05-04,2025-05,False,False,False,False,False,True,True,635.0,340
ITEM-10060,ORD-1042,2025-05-04 15:21:00,CUST-0215,CH-MP-B,SKU-BAG-001,Coffee Storage Vault 1kg,1,1365,680,delivered,,1365.0,2025-05-04 15:21:00,2025-05-04,2025-05,False,False,False,False,False,True,True,1365.0,680
ITEM-10061,ORD-1042,2025-05-04 11:39:00,CUST-0215,CH-MP-B,SKU-KTL-002,Stovetop Gooseneck Kettle,1,2347,1200,delivered,,2347.0,2025-05-04 11:39:00,2025-05-04,2025-05,False,False,False,False,False,True,True,2347.0,1200
ITEM-10062,ORD-1043,2025-05-04 15:20:00,CUST-0304,CH-MP-B,SKU-PRT-001,Bottomless Portafilter 58mm,1,2669,1400,delivered,,2669.0,2025-05-04 15:20:00,2025-05-04,2025-05,False,False,False,False,False,True,True,2669.0,1400
ITEM-10063,ORD-1044,2025-05-05 09:22:00,CUST-0143,CH-OWN,SKU-SCL-001,Precision Coffee Scale 2kg,1,"฿3,800",2100,delivered,,3800.0,2025-05-05 09:22:00,2025-05-05,2025-05,False,False,False,False,False,True,True,3800.0,2100
ITEM-10064,ORD-1044,2025-05-05 09:48:00,CUST-0143,CH-OWN,SKU-ESP-003,Semi-Auto Espresso Machine,2,45000,28000,delivered,,45000.0,2025-05-05 09:48:00,2025-05-05,2025-05,False,False,False,False,False,True,True,90000.0,56000
ITEM-10065,ORD-1045,2025-05-05 20:16:00,CUST-0011,CH-MP-B,SKU-CLN-001,Espresso Machine Cleaner 900g,1,569,280,delivered,,569.0,2025-05-05 20:16:00,2025-05-05,2025-05,False,False,False,False,False,True,True,569.0,280
ITEM-10066,ORD-1046,2025-05-05 09:59:00,CUST-0311,CH-OWN,SKU-GRD-003,Hand Grinder Titanium,1,7800,4200,canceled,,7800.0,2025-05-05 09:59:00,2025-05-05,2025-05,False,False,False,True,False,True,False,7800.0,4200
ITEM-10067,ORD-1047,2025-05-05 20:49:00,CUST-0193,CH-MP-A,SKU-ESP-003,Semi-Auto Espresso Machine,1,44390,28000,delivered,,44390.0,2025-05-05 20:49:00,2025-05-05,2025-05,False,False,False,False,False,True,True,44390.0,28000
ITEM-10068,ORD-1048,2025-05-05 14:04:00,CUST-0062,CH-OWN,SKU-ESP-002,Single-Boiler Espresso Machine,1,38000,22000,delivered,,38000.0,2025-05-05 14:04:00,2025-05-05,2025-05,False,False,False,False,False,True,True,38000.0,22000
ITEM-10069,ORD-1049,2025-05-05 20:09:00,CUST-0216,CH-OWN,SKU-TMP-001,58mm Tamper Steel,1,1650,780,delivered,,1650.0,2025-05-05 20:09:00,2025-05-05,2025-05,False,False,False,False,False,True,True,1650.0,780
ITEM-10070,ORD-1050,2025-05-05 14:54:00,CUST-0334,CH-MP-A,SKU-FLT-001,Paper Filter V60 100ct,1,177,85,delivered,,177.0,2025-05-05 14:54:00,2025-05-05,2025-05,False,False,False,False,False,True,True,177.0,85
ITEM-10071,ORD-1050,2025-05-05 21:29:00,CUST-0334,CH-MP-A,SKU-CLN-001,Espresso Machine Cleaner 900g,1,555,280,delivered,,555.0,2025-05-05 21:29:00,2025-05-05,2025-05,False,False,False,False,False,True,True,555.0,280
ITEM-10072,ORD-1051,05/05/2025 18:44  ,CUST-0173,CH-MP-A,SKU-GRD-003,Hand Grinder Titanium,1,7673,4200,delivered,,7673.0,2025-05-05 18:44:00,2025-05-05,2025-05,False,False,False,False,False,True,True,7673.0,4200
ITEM-10073,ORD-1051,2025-05-05 12:46:00,CUST-0173,CH-MP-A,SKU-CLN-001,Espresso Machine Cleaner 900g,1,567,280,delivered,,567.0,2025-05-05 12:46:00,2025-05-05,2025-05,False,False,False,False,False,True,True,567.0,280
ITEM-10074,ORD-1052,2025-05-05 15:44:00,CUST-0124,CH-MP-B,SKU-CLN-001,Espresso Machine Cleaner 900g,1,543,280,delivered,,543.0,2025-05-05 15:44:00,2025-05-05,2025-05,False,False,False,False,False,True,True,543.0,280
ITEM-10075,ORD-1053,2025-05-05 16:17:00,CUST-0189,CH-MP-B,SKU-PRT-001,Bottomless Portafilter 58mm,1,2689,1400,returned,,2689.0,2025-05-05 16:17:00,2025-05-05,2025-05,False,False,False,False,False,True,True,2689.0,1400
ITEM-10076,ORD-1053,2025-05-13 16:17:00,CUST-0189,CH-MP-B,SKU-PRT-001,Bottomless Portafilter 58mm,-1,2689,1400,reversal,,2689.0,2025-05-13 16:17:00,2025-05-13,2025-05,False,False,False,False,True,False,True,-2689.0,-1400
ITEM-10077,ORD-1054,2025-05-05 21:33:00,CUST-0062,CH-MP-B,SKU-GRD-003,Hand Grinder Titanium,1,7348,4200,delivered,,7348.0,2025-05-05 21:33:00,2025-05-05,2025-05,False,False,False,False,False,True,True,7348.0,4200
ITEM-10078,ORD-1054,2025-05-05 14:11:00,CUST-0062,CH-MP-B,SKU-KTL-001,Variable-Temp Gooseneck Kettle,1,6807,3800,delivered,,6807.0,2025-05-05 14:11:00,2025-05-05,2025-05,False,False,False,False,False,True,True,6807.0,3800
ITEM-10079,ORD-1054,2025-05-05 09:35:00,CUST-0062,CH-MP-B,SKU-FLT-002,Paper Filter V60 500ct-Pack,1,641,340,delivered,,641.0,2025-05-05 09:35:00,2025-05-05,2025-05,False,False,False,False,False,True,True,641.0,340
ITEM-10080,ORD-1055,2025-05-05 16:21:00,CUST-0327,CH-OWN,SKU-ESP-001,Dual-Boiler Espresso Machine,1,"฿62,000",38000,delivered,,62000.0,2025-05-05 16:21:00,2025-05-05,2025-05,False,False,False,False,False,True,True,62000.0,38000
ITEM-10081,ORD-1056,2025-05-05 11:51:00,CUST-0245,CH-MP-A,SKU-CLN-001,Espresso Machine Cleaner 900g,1,572,280,delivered,,572.0,2025-05-05 11:51:00,2025-05-05,2025-05,False,False,False,False,False,True,True,572.0,280
ITEM-10082,ORD-1057,2025-05-05 13:55:00,CUST-0128,CH-MP-A,SKU-BAG-001,Coffee Storage Vault 1kg,2,1378,680,delivered,,1378.0,2025-05-05 13:55:00,2025-05-05,2025-05,False,False,False,False,False,True,True,2756.0,1360
ITEM-10083,ORD-1057,05/05/2025 20:06  ,CUST-0128,CH-MP-A,SKU-KTL-002,Stovetop Gooseneck Kettle,1,2317,1200,delivered,,2317.0,2025-05-05 20:06:00,2025-05-05,2025-05,False,False,False,False,False,True,True,2317.0,1200
ITEM-10084,ORD-1058,2025-05-06 20:38:00,CUST-0136,CH-MP-B,SKU-GRD-003,Hand Grinder Titanium,1,"฿7,273",4200,delivered,,7273.0,2025-05-06 20:38:00,2025-05-06,2025-05,False,False,False,False,False,True,True,7273.0,4200
ITEM-10085,ORD-1059,2025-05-06 21:40:00,CUST-0148,CH-MP-B,SKU-DIS-001,WDT Distribution Tool,1,929,450,delivered,,929.0,2025-05-06 21:40:00,2025-05-06,2025-05,False,False,False,False,False,True,True,929.0,450
ITEM-10086,ORD-1060,2025-05-06 11:50:00,CUST-0102,CH-MP-B,SKU-GRD-002,Conical-Burr Grinder,1,20708,12000,delivered,,20708.0,2025-05-06 11:50:00,2025-05-06,2025-05,False,False,False,False,False,True,True,20708.0,12000
ITEM-10087,ORD-1061,2025-05-06 13:32:00,CUST-0292,CH-OWN,SKU-DIS-001,WDT Distribution Tool,1,990,450,delivered,,990.0,2025-05-06 13:32:00,2025-05-06,2025-05,False,False,False,False,False,True,True,990.0,450
ITEM-10088,ORD-1062,06/05/2025 19:53  ,CUST-0307,CH-MP-A,SKU-FRT-002,Milk Frothing Pitcher 350ml,1,636,320,delivered,,636.0,2025-05-06 19:53:00,2025-05-06,2025-05,False,False,False,False,False,True,True,636.0,320
ITEM-10089,ORD-1063,2025-05-06 11:30:00,CUST-0011,CH-OWN,SKU-SCL-001,Precision Coffee Scale 2kg,1,3800,2100,delivered,,3800.0,2025-05-06 11:30:00,2025-05-06,2025-05,False,False,False,False,False,True,True,3800.0,2100
ITEM-10090,ORD-1064,2025-05-06 14:42:00,CUST-0143,CH-MP-A,SKU-CLN-001,Espresso Machine Cleaner 900g,1,564,280,canceled,,564.0,2025-05-06 14:42:00,2025-05-06,2025-05,False,False,False,True,False,True,False,564.0,280
ITEM-10091,ORD-1065,2025-05-06 14:16:00,CUST-0211,CH-MP-B,SKU-TMP-002,53mm Tamper Steel,1,1532,720,delivered,,1532.0,2025-05-06 14:16:00,2025-05-06,2025-05,False,False,False,False,False,True,True,1532.0,720
ITEM-10092,ORD-1066,2025-05-06 17:23:00,CUST-0207,CH-OWN,SKU-ESP-001,Dual-Boiler Espresso Machine,1,62000,38000,delivered,,62000.0,2025-05-06 17:23:00,2025-05-06,2025-05,False,False,False,False,False,True,True,62000.0,38000
ITEM-10093,ORD-1066,2025-05-06 09:13:00,CUST-0207,CH-OWN,SKU-FLT-001,Paper Filter V60 100ct,1,฿180,85,delivered,,180.0,2025-05-06 09:13:00,2025-05-06,2025-05,False,False,False,False,False,True,True,180.0,85
ITEM-10094,ORD-1067,2025-05-06 20:10:00,CUST-0148,CH-MP-B,SKU-GRD-001,Flat-Burr Grinder 64mm,1,"฿31,052",18500,delivered,,31052.0,2025-05-06 20:10:00,2025-05-06,2025-05,False,False,False,False,False,True,True,31052.0,18500
ITEM-10095,ORD-1068,2025-05-06 13:32:00,CUST-0209,CH-MP-A,SKU-GRD-001,Flat-Burr Grinder 64mm,2,29834,18500,delivered,,29834.0,2025-05-06 13:32:00,2025-05-06,2025-05,False,False,False,False,False,True,True,59668.0,37000
ITEM-10096,ORD-1068,2025-05-06 16:35:00,CUST-0209,CH-MP-A,SKU-DIS-001,WDT Distribution Tool,1,949,450,delivered,,949.0,2025-05-06 16:35:00,2025-05-06,2025-05,False,False,False,False,False,True,True,949.0,450
ITEM-10097,ORD-1068,2025-05-06 11:55:00,CUST-0209,CH-MP-A,SKU-BAG-001,Coffee Storage Vault 1kg,1,1403,680,delivered,,1403.0,2025-05-06 11:55:00,2025-05-06,2025-05,False,False,False,False,False,True,True,1403.0,680
ITEM-10098,ORD-1069,07/05/2025 18:37  ,CUST-0175,CH-OWN,SKU-ESP-001,Dual-Boiler Espresso Machine,1,62000,38000,delivered,,62000.0,2025-05-07 18:37:00,2025-05-07,2025-05,False,False,False,False,False,True,True,62000.0,38000
ITEM-10099,ORD-1070,2025-05-07 14:55:00,CUST-0077,CH-MP-B,SKU-FRT-002,Milk Frothing Pitcher 350ml,1,664,320,delivered,,664.0,2025-05-07 14:55:00,2025-05-07,2025-05,False,False,False,False,False,True,True,664.0,320
ITEM-10100,ORD-1071,07/05/2025 15:24  ,CUST-0293,CH-MP-A,SKU-PRT-001,Bottomless Portafilter 58mm,2,2672,1400,delivered,,2672.0,2025-05-07 15:24:00,2025-05-07,2025-05,False,False,False,False,False,True,True,5344.0,2800
ITEM-10101,ORD-1071,2025-05-07 09:08:00,CUST-0293,CH-MP-A,SKU-ESP-002,Single-Boiler Espresso Machine,1,36942,22000,delivered,,36942.0,2025-05-07 09:08:00,2025-05-07,2025-05,False,False,False,False,False,True,True,36942.0,22000
ITEM-10102,ORD-1072,07/05/2025 11:26  ,CUST-0052,CH-OWN,SKU-CLN-002,Backflush Detergent 500g,1,450,220,delivered,,450.0,2025-05-07 11:26:00,2025-05-07,2025-05,False,False,False,False,False,True,True,450.0,220
ITEM-10103,ORD-1073,2025-05-07 15:20:00,CUST-0039,CH-MP-B,SKU-FRT-002,Milk Frothing Pitcher 350ml,2,681,320,delivered,,681.0,2025-05-07 15:20:00,2025-05-07,2025-05,False,False,False,False,False,True,True,1362.0,640
ITEM-10104,ORD-1073,2025-05-07 18:04:00,CUST-0039,CH-MP-B,SKU-TMP-002,53mm Tamper Steel,1,1524,720,delivered,,1524.0,2025-05-07 18:04:00,2025-05-07,2025-05,False,False,False,False,False,True,True,1524.0,720
